class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,neck_tilt,shoulder_tilt,mouth_tilt,eye_tilt
upright,0.4762938320636749,0.24489282071590424,-0.6880971193313599,0.9999797940254211,0.49089255928993225,0.1955881118774414,-0.6157652735710144,0.9999642372131348,0.5016142725944519,0.19467388093471527,-0.6152530908584595,0.9999643564224243,0.5112075209617615,0.1940695196390152,-0.6149082779884338,0.9999576210975647,0.4560377895832062,0.20188014209270477,-0.6478445529937744,0.9999709129333496,0.44338029623031616,0.2050314098596573,-0.6477112174034119,0.9999721646308899,0.4307838976383209,0.20879648625850677,-0.647440493106842,0.9999663829803467,0.5243460536003113,0.2247045785188675,-0.25998637080192566,0.9999492168426514,0.416427344083786,0.2435617297887802,-0.3988415598869324,0.9999721646308899,0.5001842379570007,0.3052615523338318,-0.5580576062202454,0.9999815225601196,0.457906037569046,0.30917230248451233,-0.5993461608886719,0.9999819397926331,0.6252844333648682,0.6025369763374329,-0.035796068608760834,0.9995136260986328,0.34745800495147705,0.6203361749649048,-0.32909664511680603,0.9994539618492126,0.7039381861686707,0.8951723575592041,0.009578956291079521,0.4053979814052582,0.31440192461013794,1.015821099281311,-0.4108632206916809,0.5568406581878662,0.8335798978805542,1.1826822757720947,-0.3460722863674164,0.1569947749376297,0.3052973747253418,1.4179915189743042,-0.7020094990730286,0.05833827704191208,0.8831585049629211,1.2706440687179565,-0.4124452769756317,0.13633590936660767,0.27521052956581116,1.5491411685943604,-0.8046789169311523,0.057626042515039444,0.8616562485694885,1.2937530279159546,-0.5098377466201782,0.20990018546581268,0.3167971968650818,1.5667394399642944,-0.8702860474586487,0.09789043664932251,0.8386452794075012,1.2602486610412598,-0.4077068269252777,0.2200751006603241,0.33213770389556885,1.5167020559310913,-0.7466421723365784,0.08903981745243073,0.5995808243751526,1.3631718158721924,0.10233692824840546,0.002053651260212064,0.40355920791625977,1.3858672380447388,-0.09500695019960403,0.0021948390640318394,0.6243892312049866,1.962315320968628,0.03229658305644989,0.007596100214868784,0.4484501779079437,1.9710322618484497,-0.14796878397464752,0.011821247637271881,0.6430065631866455,2.5164806842803955,0.5865697860717773,0.0057647209614515305,0.4680754840373993,2.5248353481292725,0.21828320622444153,0.008240501396358013,0.6451704502105713,2.619378089904785,0.6421312093734741,0.004316803999245167,0.4624212980270386,2.6260969638824463,0.24548006057739258,0.00692104222252965,0.6484513878822327,2.666179656982422,0.4028613865375519,0.004571109544485807,0.5237782001495361,2.6747512817382812,-0.05824952945113182,0.005717973690479994,47.04766092623567,107.2690998109494,121.40952459988549,121.23038884553196
upright,0.47796496748924255,0.24633173644542694,-0.6251298189163208,0.9999794363975525,0.4921188950538635,0.19574464857578278,-0.5533824563026428,0.9999638795852661,0.5027264356613159,0.19480359554290771,-0.5529101490974426,0.9999641180038452,0.512334406375885,0.19416444003582,-0.552449643611908,0.9999567270278931,0.45698001980781555,0.20210322737693787,-0.5840596556663513,0.9999707937240601,0.4439706802368164,0.2052832543849945,-0.5838752388954163,0.9999721646308899,0.43102407455444336,0.20932886004447937,-0.5836917757987976,0.9999662637710571,0.5247808694839478,0.2252064049243927,-0.20877625048160553,0.9999474883079529,0.4163411855697632,0.24468162655830383,-0.34440338611602783,0.9999719858169556,0.5019304156303406,0.3076539635658264,-0.499446839094162,0.9999802708625793,0.45954832434654236,0.3124997913837433,-0.5395558476448059,0.9999810457229614,0.6250756978988647,0.6021453142166138,-0.022158652544021606,0.9994835257530212,0.3476514220237732,0.6192649602890015,-0.3053011894226074,0.9994625449180603,0.6773366928100586,0.953442394733429,-0.02192554622888565,0.37648338079452515,0.31639254093170166,1.0239065885543823,-0.4494743049144745,0.5451400876045227,0.7415449619293213,1.2832648754119873,-0.3776949346065521,0.14312462508678436,0.30968722701072693,1.4380083084106445,-0.7888586521148682,0.061730872839689255,0.7747973203659058,1.3917033672332764,-0.4445285201072693,0.1250469833612442,0.2797066271305084,1.5700258016586304,-0.8969021439552307,0.06222350150346756,0.753593385219574,1.4103479385375977,-0.5293808579444885,0.19370698928833008,0.3199271261692047,1.5814995765686035,-0.9500865936279297,0.10543558746576309,0.7374250888824463,1.3646190166473389,-0.43379679322242737,0.202456533908844,0.3346111476421356,1.5281381607055664,-0.8299494981765747,0.09643760323524475,0.6043558120727539,1.3677219152450562,0.10864797979593277,0.002069268375635147,0.4056767523288727,1.389818549156189,-0.10139822959899902,0.0022395083215087652,0.6288745999336243,1.9771544933319092,-0.003861889708787203,0.007909432053565979,0.4498589336872101,1.9792792797088623,-0.1664513796567917,0.012066640891134739,0.6463946104049683,2.548468828201294,0.5046862363815308,0.006060261745005846,0.4681755006313324,2.5480971336364746,0.1625281721353531,0.00841201189905405,0.6476836800575256,2.654073715209961,0.5577459335327148,0.004558383021503687,0.46213647723197937,2.6514883041381836,0.18751922249794006,0.0069265905767679214,0.6523786783218384,2.706094741821289,0.31517884135246277,0.004812997300177813,0.5311102867126465,2.704542875289917,-0.10810472816228867,0.005800580605864525,46.980443618584765,108.04157133545927,118.88015267591543,120.27049226687981
upright,0.47947263717651367,0.24637436866760254,-0.6445005536079407,0.9999791979789734,0.49324971437454224,0.19553041458129883,-0.5689321756362915,0.9999638795852661,0.5036326050758362,0.19458848237991333,-0.5685212016105652,0.9999640583992004,0.513083815574646,0.19395264983177185,-0.5681077837944031,0.9999558925628662,0.4581987261772156,0.20211514830589294,-0.6019029021263123,0.9999711513519287,0.44505229592323303,0.20538797974586487,-0.6017740964889526,0.9999725818634033,0.43181854486465454,0.2095806896686554,-0.6016576290130615,0.9999667406082153,0.5252838730812073,0.2259957492351532,-0.20534947514533997,0.9999456405639648,0.4166322648525238,0.24717339873313904,-0.35312461853027344,0.9999725818634033,0.5035362839698792,0.3076740801334381,-0.5119250416755676,0.9999789595603943,0.46109306812286377,0.3126603960990906,-0.5551434755325317,0.9999807476997375,0.625919759273529,0.6025723218917847,-0.003515225136652589,0.9993977546691895,0.3486294448375702,0.6200579404830933,-0.3074309527873993,0.9994618892669678,0.6730061173439026,0.9604827761650085,-0.012250625528395176,0.34890809655189514,0.3128952980041504,1.027834177017212,-0.5022445321083069,0.5439826250076294,0.7368817925453186,1.261959195137024,-0.38811609148979187,0.13077834248542786,0.32197508215904236,1.453314185142517,-0.8859041333198547,0.07150377333164215,0.7693782448768616,1.3610904216766357,-0.4566652476787567,0.11511117219924927,0.2987533509731293,1.5851905345916748,-1.0047446489334106,0.07279224693775177,0.7532683610916138,1.3772767782211304,-0.543351411819458,0.17936933040618896,0.3386944830417633,1.5878440141677856,-1.0508228540420532,0.12044554203748703,0.7362810969352722,1.336467981338501,-0.44481590390205383,0.18676814436912537,0.35130974650382996,1.534654974937439,-0.9241284728050232,0.11095201969146729,0.6140215396881104,1.3749486207962036,0.1215444803237915,0.0021608672104775906,0.41100040078163147,1.4021846055984497,-0.11435315757989883,0.002452400280162692,0.639066755771637,1.98019540309906,0.0012375073274597526,0.008344391360878944,0.45548102259635925,1.9896787405014038,-0.234363853931427,0.013251913711428642,0.6518554091453552,2.552847385406494,0.5583229660987854,0.00632250914350152,0.46952977776527405,2.580076217651367,0.09803847223520279,0.009161059744656086,0.6507580280303955,2.656015634536743,0.6207543015480042,0.004827787168323994,0.46215999126434326,2.683250904083252,0.12317159026861191,0.00713359797373414,0.6645872592926025,2.7149641513824463,0.38542214035987854,0.005136552732437849,0.5390415787696838,2.7434191703796387,-0.19463428854942322,0.006329379975795746,46.923015927175115,107.60291678307773,118.88704681116555,118.68329974491434
upright,0.48203861713409424,0.24646377563476562,-0.6269171237945557,0.9999765157699585,0.4950677752494812,0.1954161673784256,-0.5513718128204346,0.9999610781669617,0.5051877498626709,0.19448071718215942,-0.5508741140365601,0.9999604225158691,0.514427900314331,0.19386376440525055,-0.5504180788993835,0.9999513626098633,0.4598594903945923,0.20209184288978577,-0.5909974575042725,0.9999699592590332,0.44635769724845886,0.20539924502372742,-0.5909692645072937,0.9999715089797974,0.4327331483364105,0.20964476466178894,-0.5909201502799988,0.9999659657478333,0.5256582498550415,0.22601482272148132,-0.1792742908000946,0.9999375343322754,0.41682496666908264,0.24799858033657074,-0.35099342465400696,0.9999720454216003,0.5063730478286743,0.3077837824821472,-0.4895012676715851,0.9999745488166809,0.4636836051940918,0.31295061111450195,-0.5407537221908569,0.9999785423278809,0.6235688328742981,0.5916484594345093,0.050942130386829376,0.9992009401321411,0.34947100281715393,0.6192360520362854,-0.3129115402698517,0.999426543712616,0.6789922118186951,0.8408210873603821,0.05914682149887085,0.3282768726348877,0.31630465388298035,1.0174357891082764,-0.5314295291900635,0.5517574548721313,0.7615992426872253,1.0537424087524414,-0.30926206707954407,0.12689432501792908,0.3504374623298645,1.4485623836517334,-0.9287998080253601,0.08659394085407257,0.7969598174095154,1.1096402406692505,-0.3707055151462555,0.11382303386926651,0.3304862082004547,1.58046293258667,-1.051153540611267,0.08827453851699829,0.795754075050354,1.1288857460021973,-0.45894160866737366,0.17755527794361115,0.3719927668571472,1.5865858793258667,-1.0935198068618774,0.14106591045856476,0.7748656868934631,1.1157581806182861,-0.3671833574771881,0.18466214835643768,0.384006142616272,1.5329949855804443,-0.9668530821800232,0.13131405413150787,0.6180018782615662,1.3710664510726929,0.14148323237895966,0.0021531390957534313,0.41834524273872375,1.4023027420043945,-0.13452808558940887,0.0025310192722827196,0.6453210115432739,1.9612784385681152,0.03680258244276047,0.008093579672276974,0.4658043086528778,1.9953862428665161,-0.2162223607301712,0.013386907987296581,0.6532671451568604,2.5340657234191895,0.5999441742897034,0.006195761263370514,0.47185662388801575,2.5895092487335205,0.06902463734149933,0.009686154313385487,0.6506640315055847,2.632615566253662,0.6610096096992493,0.005025493446737528,0.46181586384773254,2.691429376602173,0.08959506452083588,0.0074229477904737,0.6837283372879028,2.7055554389953613,0.4481901228427887,0.005164861213415861,0.5511925220489502,2.7466297149658203,-0.21935676038265228,0.006808824371546507,46.83538900917449,103.99340022539717,119.05042562892538,117.44056091460074
upright,0.4857684075832367,0.2552189528942108,-0.6443721652030945,0.9999716281890869,0.4965122640132904,0.20376718044281006,-0.5693016648292542,0.9999542236328125,0.5058016777038574,0.20282557606697083,-0.56886225938797,0.9999532699584961,0.5146996378898621,0.20204682648181915,-0.568428099155426,0.9999426007270813,0.4644107222557068,0.21021388471126556,-0.6084833145141602,0.9999650120735168,0.4510883688926697,0.21395500004291534,-0.6084570288658142,0.9999670386314392,0.43733686208724976,0.21876676380634308,-0.6083776354789734,0.9999610781669617,0.5255534648895264,0.2348151057958603,-0.19804739952087402,0.9999248385429382,0.41753941774368286,0.2576659023761749,-0.3558400273323059,0.9999682307243347,0.5082310438156128,0.3122575879096985,-0.5078458786010742,0.9999694228172302,0.4673219621181488,0.3177977502346039,-0.5584784746170044,0.9999743700027466,0.622667670249939,0.5918868184089661,0.04460546746850014,0.9991025328636169,0.3494504988193512,0.6193488836288452,-0.34778347611427307,0.999398946762085,0.6777352690696716,0.8715423345565796,0.07570341229438782,0.3104696571826935,0.3153180480003357,1.0195015668869019,-0.5102337002754211,0.5649532079696655,0.7858009338378906,1.103411078453064,-0.3127436339855194,0.11985268443822861,0.34028372168540955,1.4497456550598145,-0.8611841201782227,0.09827183187007904,0.8281837701797485,1.1773426532745361,-0.3783933222293854,0.10887216776609421,0.3163277208805084,1.5803037881851196,-0.979420006275177,0.09938178211450577,0.8171762228012085,1.197130560874939,-0.47674819827079773,0.1707002967596054,0.3568342924118042,1.587079405784607,-1.0340763330459595,0.1562829464673996,0.7949257493019104,1.1764302253723145,-0.3757510185241699,0.17736832797527313,0.37025731801986694,1.535820484161377,-0.9028595089912415,0.14634360373020172,0.6169726252555847,1.3707997798919678,0.14646948873996735,0.0021165215875953436,0.41883623600006104,1.4016613960266113,-0.1392633318901062,0.002523285336792469,0.643807053565979,1.960809350013733,0.03533592075109482,0.007998401299118996,0.4653588831424713,2.0000698566436768,-0.19587275385856628,0.013594948686659336,0.6525195837020874,2.5310921669006348,0.5979057550430298,0.006093708798289299,0.4713982045650482,2.5892555713653564,0.12232138961553574,0.009965881705284119,0.6482416391372681,2.62967848777771,0.6578938364982605,0.00509930495172739,0.4589898884296417,2.6918885707855225,0.14543980360031128,0.0075074234046041965,0.6782999038696289,2.696402072906494,0.4380304515361786,0.005168349482119083,0.5473037362098694,2.7395153045654297,-0.16415342688560486,0.007002800237387419,45.775437214213234,103.8651229627205,115.79621479215344,116.33154226479867
upright,0.4855656623840332,0.25811904668807983,-0.6532161831855774,0.9999653697013855,0.49644309282302856,0.20468536019325256,-0.5775631070137024,0.9999449849128723,0.5057976841926575,0.20358601212501526,-0.5771886706352234,0.999943733215332,0.5147051215171814,0.20262204110622406,-0.5767837762832642,0.9999308586120605,0.4641326069831848,0.21132706105709076,-0.6161152124404907,0.9999581575393677,0.4509033262729645,0.2151203155517578,-0.6162698268890381,0.9999607801437378,0.4372563362121582,0.22010697424411774,-0.6163254380226135,0.9999542236328125,0.5256194472312927,0.2350856214761734,-0.20833465456962585,0.9999092817306519,0.4176177680492401,0.25911200046539307,-0.3631804287433624,0.9999634623527527,0.5081727504730225,0.3145107328891754,-0.5089824795722961,0.9999620914459229,0.46724584698677063,0.3207283616065979,-0.5601483583450317,0.9999681711196899,0.6226703524589539,0.5916576981544495,0.025754576548933983,0.9989550113677979,0.34943997859954834,0.6186801791191101,-0.3296963572502136,0.9993172883987427,0.7258078455924988,0.8030818104743958,0.04792879894375801,0.3044203817844391,0.31280916929244995,1.0100308656692505,-0.46261051297187805,0.5765243768692017,0.8559548258781433,0.9656994938850403,-0.34490907192230225,0.11844480782747269,0.32813403010368347,1.4476447105407715,-0.8029062747955322,0.09992343187332153,0.9084411859512329,1.002519965171814,-0.4143357276916504,0.10823431611061096,0.2985447943210602,1.5796043872833252,-0.9125022292137146,0.10043571889400482,0.8959163427352905,1.0234384536743164,-0.5167865753173828,0.16937686502933502,0.3397073447704315,1.5859529972076416,-0.9829091429710388,0.15797457098960876,0.8702762722969055,1.0183169841766357,-0.4119892418384552,0.17641745507717133,0.35441258549690247,1.5349860191345215,-0.8506565093994141,0.1477087140083313,0.6161853075027466,1.3691984415054321,0.13699819147586823,0.002141309203580022,0.41785940527915955,1.401507019996643,-0.1295524537563324,0.0025594450999051332,0.640670895576477,1.960256814956665,0.0024001821875572205,0.007998372428119183,0.461530864238739,1.9987255334854126,-0.19018563628196716,0.013674821704626083,0.6494527459144592,2.534560203552246,0.5317601561546326,0.006045443005859852,0.4695966839790344,2.5844662189483643,0.1353374421596527,0.010032404214143753,0.6462687849998474,2.633039951324463,0.5844020247459412,0.0051256646402180195,0.4581976532936096,2.6861021518707275,0.1576123833656311,0.007520789280533791,0.6684088110923767,2.69472336769104,0.3358893096446991,0.005222672130912542,0.538101077079773,2.7343757152557373,-0.1587037593126297,0.007131990045309067,45.78837060681792,104.2611119107297,115.56241454678657,115.40828458505797
upright,0.4853595793247223,0.25809046626091003,-0.7147007584571838,0.9999626278877258,0.4964386820793152,0.20466983318328857,-0.6412447094917297,0.9999409317970276,0.5058301687240601,0.2035956233739853,-0.6409035921096802,0.9999400973320007,0.5147930383682251,0.20267201960086823,-0.6405052542686462,0.9999260306358337,0.4638071656227112,0.21108512580394745,-0.6760179400444031,0.9999545216560364,0.4505500793457031,0.21480432152748108,-0.6760014891624451,0.9999574422836304,0.4370109736919403,0.2196936160326004,-0.675923764705658,0.9999499917030334,0.5258969664573669,0.23509524762630463,-0.2694423496723175,0.9999034404754639,0.41762810945510864,0.25843101739883423,-0.41721591353416443,0.99996018409729,0.5081445574760437,0.3145049810409546,-0.5748580098152161,0.9999595284461975,0.46680405735969543,0.3204295039176941,-0.620242178440094,0.9999653697013855,0.6229709386825562,0.5959396958351135,-0.021540315821766853,0.9989134073257446,0.34921005368232727,0.6193148493766785,-0.3663416802883148,0.9992882609367371,0.7065145969390869,0.9024325609207153,0.012051749974489212,0.29057708382606506,0.3097434639930725,1.0111314058303833,-0.48116981983184814,0.5788612961769104,0.8320278525352478,1.135656476020813,-0.37912169098854065,0.11004090309143066,0.3200245499610901,1.4472906589508057,-0.8046003580093384,0.09964782744646072,0.878493070602417,1.2177296876907349,-0.4503757059574127,0.10137012600898743,0.29061993956565857,1.5785934925079346,-0.9138976335525513,0.10015731304883957,0.859939455986023,1.2363307476043701,-0.5511804819107056,0.1595878154039383,0.3308470547199249,1.5856302976608276,-0.983321487903595,0.15784905850887299,0.8378470540046692,1.2070837020874023,-0.44403451681137085,0.16590209305286407,0.34488609433174133,1.5345872640609741,-0.8516616821289062,0.14780807495117188,0.6125803589820862,1.3745473623275757,0.13502973318099976,0.002115117385983467,0.4128735661506653,1.403030276298523,-0.12762568891048431,0.0025302015710622072,0.6355867385864258,1.9654927253723145,0.005282505881041288,0.007981491275131702,0.4538972079753876,1.9996050596237183,-0.18707264959812164,0.013716550543904305,0.643309473991394,2.544496774673462,0.5374512076377869,0.006004716269671917,0.4596256911754608,2.5845448970794678,0.14434191584587097,0.009996781125664711,0.6403106451034546,2.646564483642578,0.5907972455024719,0.005169139709323645,0.4473368525505066,2.6866629123687744,0.16921564936637878,0.007492050528526306,0.659907877445221,2.7028210163116455,0.33766305446624756,0.00522066792473197,0.5292666554450989,2.736013412475586,-0.14777258038520813,0.007090178318321705,45.85954130010371,105.30658550803201,115.56241454678657,115.46862922989105
upright,0.485318124294281,0.2587933838367462,-0.7273733019828796,0.9999624490737915,0.49653083086013794,0.20477412641048431,-0.65370112657547,0.9999404549598694,0.5061237215995789,0.2036695033311844,-0.6534411907196045,0.9999399185180664,0.5152736306190491,0.20270933210849762,-0.653021514415741,0.9999247193336487,0.4637579023838043,0.21137967705726624,-0.6849387288093567,0.999954104423523,0.4504907727241516,0.21518108248710632,-0.6848533749580383,0.999957263469696,0.4369595944881439,0.22013454139232635,-0.6847981214523315,0.9999495148658752,0.5268878936767578,0.2351500540971756,-0.28758588433265686,0.9999012351036072,0.4177839457988739,0.25904518365859985,-0.4237402677536011,0.9999600052833557,0.5082142353057861,0.315619558095932,-0.5916826725006104,0.9999588131904602,0.4667588472366333,0.3214825987815857,-0.6324295401573181,0.9999650120735168,0.6279392838478088,0.6104581952095032,-0.06367018818855286,0.9988753199577332,0.3490458130836487,0.6227958798408508,-0.3704926669597626,0.9992787837982178,0.6864964962005615,0.9793605208396912,-0.07722830027341843,0.273663192987442,0.30712080001831055,1.0195037126541138,-0.5238885283470154,0.5792948603630066,0.7457528710365295,1.322056531906128,-0.4826941192150116,0.1007707267999649,0.31747639179229736,1.4609299898147583,-0.8764750957489014,0.1012386754155159,0.7725452780723572,1.4330447912216187,-0.5622989535331726,0.09338690340518951,0.29061809182167053,1.5934630632400513,-0.9915419220924377,0.10187823325395584,0.7525856494903564,1.442080020904541,-0.6464119553565979,0.14781764149665833,0.3302196264266968,1.5944743156433105,-1.0462720394134521,0.1609116941690445,0.7377763390541077,1.3964585065841675,-0.5392817854881287,0.15312208235263824,0.34306642413139343,1.5419974327087402,-0.9173126816749573,0.15044406056404114,0.6127578616142273,1.401928186416626,0.13292881846427917,0.00222033797763288,0.41180554032325745,1.4232330322265625,-0.12550562620162964,0.00266247452236712,0.6353946328163147,1.9990602731704712,0.005585052073001862,0.008337555453181267,0.45236721634864807,2.0128750801086426,-0.18527545034885406,0.014318396337330341,0.643356442451477,2.596564292907715,0.5468165278434753,0.006248990073800087,0.45913615822792053,2.599748134613037,0.16658593714237213,0.010150478221476078,0.6403614282608032,2.70389461517334,0.6014077067375183,0.005380984395742416,0.44740885496139526,2.700680732727051,0.194748193025589,0.007442947942763567,0.6576834321022034,2.7578248977661133,0.3510347008705139,0.005520277190953493,0.5285802483558655,2.7632992267608643,-0.1181228905916214,0.0072384485974907875,45.721710034033094,109.46814358641024,115.46950852047506,115.79789851558382
upright,0.4861491918563843,0.25732892751693726,-0.7293403744697571,0.9999545216560364,0.49781420826911926,0.20367391407489777,-0.6542788147926331,0.9999313950538635,0.5074719786643982,0.2026408314704895,-0.6539930701255798,0.9999307990074158,0.5165345072746277,0.2017342448234558,-0.6536238789558411,0.9999126195907593,0.46396031975746155,0.21036691963672638,-0.6909506320953369,0.9999474287033081,0.45049604773521423,0.21416404843330383,-0.6909025311470032,0.9999509453773499,0.43694156408309937,0.21907147765159607,-0.6908465027809143,0.999942421913147,0.527073085308075,0.2332528680562973,-0.2796575427055359,0.9998849034309387,0.4178127944469452,0.2562847137451172,-0.4357059597969055,0.9999547004699707,0.509171187877655,0.3155999779701233,-0.5878505706787109,0.9999496936798096,0.46706488728523254,0.32158222794532776,-0.635383665561676,0.9999595880508423,0.6268139481544495,0.6082452535629272,-0.050058647990226746,0.9986861944198608,0.3488079309463501,0.6245024800300598,-0.38168829679489136,0.9992243051528931,0.6695424914360046,0.9598321914672852,-0.06973787397146225,0.25946682691574097,0.3116053640842438,1.0193724632263184,-0.5389045476913452,0.5809413194656372,0.7219803333282471,1.2837849855422974,-0.4401175379753113,0.0949561595916748,0.3458322584629059,1.457766056060791,-0.8889083862304688,0.10783030837774277,0.7467867136001587,1.3671815395355225,-0.5133917331695557,0.08922551572322845,0.33257752656936646,1.585862636566162,-1.0067514181137085,0.10879001021385193,0.7332662343978882,1.4024505615234375,-0.5825512409210205,0.14156858623027802,0.3690982758998871,1.5763118267059326,-1.052522897720337,0.1694590449333191,0.7182859778404236,1.3694393634796143,-0.4865167737007141,0.14611737430095673,0.3780587315559387,1.5271250009536743,-0.9248559474945068,0.159042626619339,0.6127090454101562,1.3999654054641724,0.143399178981781,0.0023665495682507753,0.41163456439971924,1.4218080043792725,-0.13620394468307495,0.0029911205638200045,0.6377084851264954,1.9741685390472412,0.031308941543102264,0.008914480917155743,0.4554196000099182,2.0070853233337402,-0.2997390925884247,0.016265157610177994,0.6470409035682678,2.5620508193969727,0.6266907453536987,0.00648531736806035,0.4624558985233307,2.5970520973205566,0.036719340831041336,0.011573892086744308,0.6418181657791138,2.6681103706359863,0.6879962086677551,0.005794117227196693,0.4480978548526764,2.6979124546051025,0.06241879612207413,0.008174587041139603,0.6786737442016602,2.730630874633789,0.45488205552101135,0.005912733729928732,0.5442579984664917,2.7585411071777344,-0.2691362798213959,0.008384761400520802,46.114391271611424,107.88294768871289,115.46950852047506,116.10076140902662
upright,0.4863952398300171,0.25797614455223083,-0.7247527837753296,0.9999495148658752,0.49779462814331055,0.20404992997646332,-0.6488157510757446,0.9999243021011353,0.5073451995849609,0.20294775068759918,-0.6485039591789246,0.9999234080314636,0.5162327885627747,0.20198123157024384,-0.6481495499610901,0.9999036192893982,0.46419304609298706,0.2108834683895111,-0.6876131296157837,0.9999425411224365,0.4507553279399872,0.21478956937789917,-0.6876502633094788,0.9999464154243469,0.4370919167995453,0.21988347172737122,-0.6876075267791748,0.9999377131462097,0.5258921980857849,0.23366095125675201,-0.266490638256073,0.9998733401298523,0.41782495379447937,0.2580316960811615,-0.43181148171424866,0.9999518990516663,0.5092092156410217,0.31594789028167725,-0.5828649401664734,0.9999446272850037,0.46758413314819336,0.32196977734565735,-0.631030261516571,0.9999560713768005,0.6247876286506653,0.6057453155517578,0.012357058934867382,0.9985806345939636,0.34923702478408813,0.6249397993087769,-0.37766972184181213,0.99920254945755,0.7035448551177979,0.9379578232765198,0.038781069219112396,0.2546866238117218,0.31156855821609497,1.0204471349716187,-0.533992350101471,0.6010844707489014,0.7859908938407898,1.0866862535476685,-0.3793281316757202,0.09335879981517792,0.34253236651420593,1.462408423423767,-0.8717163801193237,0.11872976273298264,0.8279630541801453,1.1317557096481323,-0.45188331604003906,0.08833511173725128,0.3292359709739685,1.5911556482315063,-0.9959442615509033,0.1171235516667366,0.8178703188896179,1.1525691747665405,-0.5462547540664673,0.13987943530082703,0.36421674489974976,1.5916246175765991,-1.0440541505813599,0.17940881848335266,0.7959523797035217,1.1430758237838745,-0.43961650133132935,0.14446896314620972,0.373526930809021,1.542603611946106,-0.9132569432258606,0.16875837743282318,0.61278235912323,1.393769383430481,0.14349569380283356,0.00240525440312922,0.4126691520214081,1.4210765361785889,-0.1361807882785797,0.0030861147679388523,0.6382235884666443,1.9706100225448608,0.035070665180683136,0.008993868716061115,0.4570804536342621,2.006878137588501,-0.26151981949806213,0.016940046101808548,0.6472669243812561,2.5599050521850586,0.6211898922920227,0.006406610831618309,0.46490606665611267,2.5952367782592773,0.07907119393348694,0.011994893662631512,0.6419214010238647,2.664067506790161,0.6799045205116272,0.005734462756663561,0.45025473833084106,2.696091413497925,0.10450837016105652,0.008343013003468513,0.6774178147315979,2.7244906425476074,0.44108694791793823,0.005983336828649044,0.5442469120025635,2.757249116897583,-0.219645157456398,0.008818015456199646,45.92960663351018,107.03264127366872,115.42318635189189,114.74112623119349
