class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,neck_tilt,shoulder_tilt,mouth_tilt,eye_tilt
back-slouch,0.5094475150108337,0.5246001482009888,-0.5228735208511353,0.9997662901878357,0.5221152901649475,0.4911731779575348,-0.4991995394229889,0.9997206330299377,0.5280777812004089,0.49408090114593506,-0.4992068111896515,0.9997362494468689,0.5355698466300964,0.49823129177093506,-0.4989060163497925,0.999663233757019,0.5023366808891296,0.4855785667896271,-0.48394250869750977,0.9997133612632751,0.49296456575393677,0.48487016558647156,-0.4840906262397766,0.9997190833091736,0.4843401312828064,0.4847078025341034,-0.4840933680534363,0.9996535778045654,0.5512304902076721,0.5278576016426086,-0.33072853088378906,0.9997789263725281,0.46653538942337036,0.506385862827301,-0.26301270723342896,0.999724805355072,0.5184863209724426,0.5707927346229553,-0.4593363404273987,0.9998962879180908,0.49141794443130493,0.5640100836753845,-0.4407297372817993,0.999883770942688,0.5872402191162109,0.7367292046546936,-0.28242775797843933,0.999358594417572,0.4095558524131775,0.7328459024429321,-0.07580385357141495,0.9994213581085205,0.6393146514892578,0.966094434261322,-0.47465381026268005,0.9443536996841431,0.37215396761894226,0.9808899164199829,-0.10122039914131165,0.3561643660068512,0.5800429582595825,0.811894953250885,-0.7671531438827515,0.9669690132141113,0.32939857244491577,1.1664031744003296,-0.3832222521305084,0.03238385170698166,0.5707377791404724,0.7779256701469421,-0.856274425983429,0.9189810752868652,0.30676212906837463,1.2307281494140625,-0.43054333329200745,0.030446762219071388,0.5658045411109924,0.7561042308807373,-0.8394502997398376,0.9201297760009766,0.32074519991874695,1.2364962100982666,-0.48669669032096863,0.06007177382707596,0.5627743005752563,0.7741140723228455,-0.773013710975647,0.9234274625778198,0.33263924717903137,1.2121212482452393,-0.4176795780658722,0.05115601420402527,0.5503861308097839,1.1763365268707275,-0.05165399983525276,0.10774838924407959,0.43303123116493225,1.1665209531784058,0.055384762585163116,0.12845775485038757,0.5434897541999817,1.4994473457336426,-0.15951980650424957,0.11293352395296097,0.431180864572525,1.4780136346817017,-0.006465431768447161,0.02340630628168583,0.5564066767692566,1.8162999153137207,0.18228952586650848,0.03657052665948868,0.4494566023349762,1.7942554950714111,0.2691803276538849,0.013666943646967411,0.5659354329109192,1.8716046810150146,0.21238981187343597,0.020980972796678543,0.45639434456825256,1.8529257774353027,0.2908448874950409,0.01757156476378441,0.514397919178009,1.8965535163879395,0.017744064331054688,0.025120066478848457,0.43720605969429016,1.868233561515808,0.10633499175310135,0.011935951188206673,30.468780297384253,112.6747786240684,139.76364169068964,142.45991021454623
back-slouch,0.5145751237869263,0.5218075513839722,-0.5459324717521667,0.9997726082801819,0.5269273519515991,0.4888487160205841,-0.5147472023963928,0.9997339248657227,0.5342324376106262,0.49037089943885803,-0.5148442983627319,0.9997476935386658,0.5417428612709045,0.4922940731048584,-0.5145940184593201,0.9996793270111084,0.5040878653526306,0.4854566752910614,-0.5056309103965759,0.9997247457504272,0.49418413639068604,0.48485973477363586,-0.5057715773582458,0.9997272491455078,0.48501497507095337,0.4847413897514343,-0.505856454372406,0.9996652603149414,0.5556741952896118,0.515385627746582,-0.32087403535842896,0.9997846484184265,0.4682084321975708,0.50546795129776,-0.27255427837371826,0.9997324347496033,0.5254607796669006,0.5653567910194397,-0.4706030786037445,0.999894380569458,0.4978563189506531,0.5619163513183594,-0.4595455229282379,0.9998804926872253,0.6008887887001038,0.7465364933013916,-0.2259715497493744,0.999189019203186,0.41092631220817566,0.7378565073013306,-0.10444072633981705,0.9991858005523682,0.6445973515510559,0.9766018390655518,-0.42989978194236755,0.9232547879219055,0.37043559551239014,0.9775434732437134,-0.16470785439014435,0.35450488328933716,0.6201439499855042,0.8315603733062744,-0.7952755093574524,0.9600411653518677,0.3308967053890228,1.1165351867675781,-0.4992351233959198,0.037404924631118774,0.6217116117477417,0.8129691481590271,-0.8872576951980591,0.9137251973152161,0.31114083528518677,1.161370038986206,-0.5624644160270691,0.036828529089689255,0.6137248277664185,0.7875160574913025,-0.8823204636573792,0.9148110151290894,0.32083797454833984,1.1517140865325928,-0.6129592061042786,0.06964774429798126,0.6052512526512146,0.8047287464141846,-0.8082602024078369,0.9174784421920776,0.33249709010124207,1.1374112367630005,-0.5327610373497009,0.059374455362558365,0.555221676826477,1.1987119913101196,-0.023367468267679214,0.11236754059791565,0.43504762649536133,1.188439965248108,0.02731810137629509,0.13271453976631165,0.5490041375160217,1.5537134408950806,-0.08645384758710861,0.11568952351808548,0.43350523710250854,1.5518357753753662,-0.0030780353117734194,0.02844914235174656,0.5561968088150024,1.873382568359375,0.32627561688423157,0.03894795849919319,0.44600898027420044,1.882029414176941,0.32193174958229065,0.01696024090051651,0.5617589354515076,1.9241585731506348,0.36207857728004456,0.023932836949825287,0.44793203473091125,1.936406135559082,0.3477820158004761,0.02089107222855091,0.5276488661766052,1.9640891551971436,0.15866847336292267,0.028172504156827927,0.4404435455799103,1.970422625541687,0.14623604714870453,0.015576551668345928,30.317278848103285,115.42768983397751,128.3605294810819,130.2563767052492
back-slouch,0.5151322484016418,0.5208016633987427,-0.5586944222450256,0.9997880458831787,0.528084933757782,0.48874709010124207,-0.5200306177139282,0.9997536540031433,0.535697877407074,0.4902362525463104,-0.5200888514518738,0.9997656345367432,0.5429195165634155,0.4920410215854645,-0.5198233723640442,0.9997023940086365,0.5042237639427185,0.48534268140792847,-0.5168384909629822,0.9997466206550598,0.4944622814655304,0.48470503091812134,-0.517078697681427,0.9997485280036926,0.48560991883277893,0.4845782220363617,-0.5171774625778198,0.9996921420097351,0.5556977391242981,0.5145505666732788,-0.29996293783187866,0.9997970461845398,0.47095152735710144,0.5051272511482239,-0.2754605710506439,0.9997541308403015,0.5275208950042725,0.5641686320304871,-0.4730158746242523,0.9998984932899475,0.49835750460624695,0.5605285167694092,-0.46870535612106323,0.9998869895935059,0.6024077534675598,0.7464482188224792,-0.1818636804819107,0.999152421951294,0.4085173010826111,0.7410076260566711,-0.10875603556632996,0.9991186261177063,0.6459149718284607,0.9766626358032227,-0.27623459696769714,0.8646679520606995,0.36612606048583984,0.9863287806510925,-0.1704341620206833,0.33948761224746704,0.6289326548576355,0.8603591322898865,-0.5897631049156189,0.888941764831543,0.32499638199806213,1.1200109720230103,-0.4933848977088928,0.0365728959441185,0.6311250925064087,0.8604303002357483,-0.6671096086502075,0.8464226126670837,0.30820733308792114,1.1646389961242676,-0.5577075481414795,0.03714444115757942,0.6184312105178833,0.8136288523674011,-0.6798099875450134,0.8522124290466309,0.3151335120201111,1.1500494480133057,-0.6068544983863831,0.06951628625392914,0.6154767870903015,0.8308536410331726,-0.6088229417800903,0.8539491295814514,0.32517290115356445,1.1357392072677612,-0.5260934233665466,0.05926654487848282,0.5613416433334351,1.2204182147979736,-0.01498765405267477,0.10899171978235245,0.43338117003440857,1.2142812013626099,0.01933644525706768,0.12943759560585022,0.5570816397666931,1.6217542886734009,-0.08377151936292648,0.10624505579471588,0.43336206674575806,1.6158772706985474,-0.010151728987693787,0.026883376762270927,0.5624992847442627,1.96415114402771,0.3321712613105774,0.0365314781665802,0.4446755051612854,1.9696813821792603,0.3121415674686432,0.016300763934850693,0.5678892135620117,2.0176613330841064,0.36887645721435547,0.023354489356279373,0.44583290815353394,2.021488904953003,0.33725059032440186,0.020517634227871895,0.5344851613044739,2.0639681816101074,0.1520094871520996,0.026906173676252365,0.44361504912376404,2.0816333293914795,0.10885577648878098,0.015270106494426727,30.678226452224802,113.65534782154448,128.44559777918536,130.60011506416828
back-slouch,0.5178452730178833,0.5192998051643372,-0.5364122986793518,0.999782919883728,0.5312394499778748,0.48763248324394226,-0.49207770824432373,0.999755322933197,0.5389487147331238,0.48932206630706787,-0.49212646484375,0.9997665286064148,0.5464760065078735,0.4914920926094055,-0.49180370569229126,0.9997050762176514,0.5063719153404236,0.4839685559272766,-0.4955800175666809,0.9997449517250061,0.4963752329349518,0.4834109842777252,-0.49580463767051697,0.9997445344924927,0.4870588481426239,0.48341166973114014,-0.4958754777908325,0.9996889233589172,0.5579650402069092,0.5145525932312012,-0.25517794489860535,0.9997867941856384,0.4719283878803253,0.5044952034950256,-0.25675395131111145,0.9997482895851135,0.5306912660598755,0.5638259053230286,-0.4441261291503906,0.9998834133148193,0.5001980066299438,0.5597557425498962,-0.44778767228126526,0.9998696446418762,0.6043995022773743,0.7477177381515503,-0.1414535641670227,0.9990565180778503,0.40619972348213196,0.7432567477226257,-0.10588791966438293,0.9988226890563965,0.6611645817756653,0.9817363619804382,-0.33021438121795654,0.8383079171180725,0.3649095892906189,0.9918139576911926,-0.16498160362243652,0.3322860896587372,0.6308375000953674,0.8707581758499146,-0.6326106786727905,0.8802555799484253,0.3251851797103882,1.177734375,-0.42563650012016296,0.03509710729122162,0.6301791667938232,0.875471293926239,-0.7575953602790833,0.8367714285850525,0.30866050720214844,1.235653042793274,-0.4800022840499878,0.036205559968948364,0.6203862428665161,0.8225125074386597,-0.7493312358856201,0.842780590057373,0.31524351239204407,1.2236608266830444,-0.541995644569397,0.067836694419384,0.6153231859207153,0.8384305238723755,-0.6652402281761169,0.8448852300643921,0.32560083270072937,1.2025470733642578,-0.46151530742645264,0.05748105049133301,0.5656424164772034,1.246645450592041,0.0031121985521167517,0.1073073148727417,0.4343673586845398,1.2309478521347046,0.0015242358203977346,0.1256018877029419,0.5650380849838257,1.6560444831848145,-0.0558491088449955,0.10039559751749039,0.4342203736305237,1.66285240650177,-0.012858599424362183,0.027729684486985207,0.5682698488235474,2.0087008476257324,0.35251712799072266,0.0352482907474041,0.4439636766910553,2.029968023300171,0.28670555353164673,0.01665041595697403,0.5718323588371277,2.063495635986328,0.3896437883377075,0.02355538308620453,0.4430418610572815,2.0851311683654785,0.31063902378082275,0.02094339020550251,0.5500715374946594,2.1122989654541016,0.18274538218975067,0.026612989604473114,0.45300808548927307,2.1423299312591553,0.09022925794124603,0.01601600833237171,30.861230230326207,112.99036427823428,131.31956693565692,130.66961526936822
back-slouch,0.5198884606361389,0.5190685987472534,-0.5105118155479431,0.9997778534889221,0.533118486404419,0.48720142245292664,-0.46518388390541077,0.9997534155845642,0.5407871603965759,0.4889153242111206,-0.4650076627731323,0.9997638463973999,0.5483445525169373,0.49113768339157104,-0.46464401483535767,0.9997031688690186,0.5076817274093628,0.4836632013320923,-0.4706851840019226,0.9997434020042419,0.49771490693092346,0.483199805021286,-0.47091642022132874,0.9997420907020569,0.48804226517677307,0.4833146333694458,-0.47098153829574585,0.9996880292892456,0.559001088142395,0.5146884322166443,-0.22238951921463013,0.9997664093971252,0.47255340218544006,0.5048108100891113,-0.2372155636548996,0.9997455477714539,0.5333419442176819,0.5638424754142761,-0.41744476556777954,0.9998677372932434,0.5016441345214844,0.5597751140594482,-0.42425456643104553,0.9998565912246704,0.6055689454078674,0.7527593374252319,-0.11186804622411728,0.9990019798278809,0.4026767313480377,0.7505394220352173,-0.1035531535744667,0.99871826171875,0.6645228266716003,0.9959809184074402,-0.32114139199256897,0.826803982257843,0.36362868547439575,1.0211173295974731,-0.12435553222894669,0.3417567312717438,0.6339595913887024,0.8677472472190857,-0.6646870374679565,0.8841151595115662,0.32546451687812805,1.2836374044418335,-0.343675822019577,0.03532078117132187,0.634521484375,0.8671259880065918,-0.7891376614570618,0.8388285040855408,0.3082289695739746,1.3626669645309448,-0.3910157084465027,0.036033954471349716,0.6235851049423218,0.8214855194091797,-0.7505646347999573,0.8443547487258911,0.3155282139778137,1.3626550436019897,-0.4597053527832031,0.0674496591091156,0.6174266934394836,0.8320631980895996,-0.6824654936790466,0.8477532863616943,0.3258984386920929,1.3334633111953735,-0.38182103633880615,0.057249948382377625,0.5716128945350647,1.2723259925842285,0.012645896524190903,0.10254902392625809,0.4346829354763031,1.2629045248031616,-0.007861136458814144,0.11866774410009384,0.5688508152961731,1.7019938230514526,-0.04522702470421791,0.092315174639225,0.43341881036758423,1.702821135520935,-0.03485619276762009,0.026112481951713562,0.5713583827018738,2.0638999938964844,0.3250347673892975,0.03274105116724968,0.43968823552131653,2.074671983718872,0.22425708174705505,0.015529637224972248,0.5735303163528442,2.1203882694244385,0.35901543498039246,0.022324630990624428,0.43488815426826477,2.130446434020996,0.24495694041252136,0.01964721456170082,0.5568758845329285,2.167783498764038,0.15404696762561798,0.024961454793810844,0.4569651186466217,2.1900486946105957,0.03328879177570343,0.015049558132886887,31.09681285848522,111.69768719540276,130.60774403327252,130.68874277972455
back-slouch,0.5205345153808594,0.5191081166267395,-0.5019062757492065,0.9997342824935913,0.5343353152275085,0.4871744215488434,-0.4582897126674652,0.9997217059135437,0.5421498417854309,0.4889179468154907,-0.4582460820674896,0.9997313022613525,0.5498355031013489,0.49117550253868103,-0.4579719305038452,0.9996679425239563,0.5084682703018188,0.4834100902080536,-0.4611418843269348,0.99970543384552,0.4982944428920746,0.48283708095550537,-0.46139252185821533,0.99969881772995,0.4884726107120514,0.4828486144542694,-0.46148550510406494,0.9996417164802551,0.5600615739822388,0.515231192111969,-0.21643835306167603,0.9997074007987976,0.47270435094833374,0.5045474767684937,-0.2239341288805008,0.9997021555900574,0.5339174270629883,0.5642582178115845,-0.40927356481552124,0.9997992515563965,0.5017827749252319,0.5598943829536438,-0.4134998619556427,0.9997840523719788,0.6062363386154175,0.7574834823608398,-0.11479584127664566,0.9984444379806519,0.4006967842578888,0.7539024949073792,-0.08358261734247208,0.9975306391716003,0.6680354475975037,1.006325364112854,-0.33787721395492554,0.7973121404647827,0.35550975799560547,1.0258309841156006,-0.15364506840705872,0.3357562720775604,0.6301573514938354,0.8668155670166016,-0.7250797152519226,0.8668273687362671,0.3326008915901184,1.2643780708312988,-0.4479992985725403,0.03747497871518135,0.6289094090461731,0.8602737784385681,-0.8431586623191833,0.8206756114959717,0.32350409030914307,1.307030200958252,-0.5091730952262878,0.03879085183143616,0.6210171580314636,0.8233451843261719,-0.806484043598175,0.8265857100486755,0.32891786098480225,1.268821120262146,-0.5546497702598572,0.07064646482467651,0.6134304404258728,0.8295751810073853,-0.738244891166687,0.8300444483757019,0.33563944697380066,1.2532912492752075,-0.47849956154823303,0.060155123472213745,0.5742584466934204,1.292012095451355,0.005645010154694319,0.10025329887866974,0.43403589725494385,1.2921302318572998,-0.0009168498800136149,0.11336228996515274,0.5720130801200867,1.7352612018585205,-0.06458688527345657,0.08725157380104065,0.43411925435066223,1.7191557884216309,-0.05290568619966507,0.026049012318253517,0.5759271383285522,2.1344876289367676,0.32195135951042175,0.03144845739006996,0.4423242509365082,2.106044292449951,0.22271083295345306,0.015038727782666683,0.5788766741752625,2.1934337615966797,0.3584212362766266,0.022057708352804184,0.4369640350341797,2.159428596496582,0.24547293782234192,0.019176777452230453,0.5576430559158325,2.247166872024536,0.10648629069328308,0.02461634948849678,0.46350738406181335,2.2293479442596436,0.024254081770777702,0.01493431068956852,31.361748680549347,112.07821647563118,130.60774403327252,131.67427409545763
back-slouch,0.5209252238273621,0.5203796625137329,-0.5440078973770142,0.999709963798523,0.5351812243461609,0.4875809848308563,-0.49928948283195496,0.9997059106826782,0.5431921482086182,0.48971039056777954,-0.49950453639030457,0.9997152090072632,0.5509718656539917,0.49243468046188354,-0.4993755519390106,0.9996495246887207,0.509209394454956,0.4834058880805969,-0.5038493275642395,0.9996885657310486,0.4989212155342102,0.4827646315097809,-0.5041400194168091,0.9996793270111084,0.48896324634552,0.48263412714004517,-0.5043407082557678,0.9996213912963867,0.5606691837310791,0.5184822082519531,-0.2393035739660263,0.9996814727783203,0.47285133600234985,0.5044181942939758,-0.25783559679985046,0.9996872544288635,0.534103274345398,0.5664748549461365,-0.44084206223487854,0.9997527599334717,0.5016558170318604,0.5612290501594543,-0.44999170303344727,0.9997349977493286,0.6070113778114319,0.7704970240592957,-0.14708462357521057,0.9972667098045349,0.397548109292984,0.7624301910400391,-0.10300768166780472,0.9953564405441284,0.6717267632484436,1.0438059568405151,-0.31150785088539124,0.7475496530532837,0.3539419174194336,1.0382906198501587,-0.25306087732315063,0.32807910442352295,0.6341243386268616,0.93399578332901,-0.6887199282646179,0.7977316379547119,0.3361690938472748,1.230368971824646,-0.6373948454856873,0.046724192798137665,0.6376869678497314,1.001564621925354,-0.7801548838615417,0.7578257322311401,0.32918256521224976,1.2467252016067505,-0.7168458700180054,0.0504276417195797,0.6312929391860962,0.888327419757843,-0.786403238773346,0.7669914364814758,0.3313046991825104,1.2015571594238281,-0.7571736574172974,0.08433076739311218,0.6260474324226379,0.8901601433753967,-0.7094348073005676,0.7689754366874695,0.3380902409553528,1.193666934967041,-0.668462336063385,0.07384423166513443,0.5740949511528015,1.3183926343917847,0.001064907293766737,0.10072816908359528,0.4311172664165497,1.3189984560012817,0.0031397887505590916,0.11102462559938431,0.5713605284690857,1.7661148309707642,-0.0727466270327568,0.08403754979372025,0.43400105834007263,1.7431221008300781,-0.049168337136507034,0.026921801269054413,0.5782281160354614,2.2007808685302734,0.3213686943054199,0.030621349811553955,0.44617658853530884,2.147716522216797,0.23842602968215942,0.0150828268378973,0.5839982628822327,2.2629828453063965,0.3574956953525543,0.02197851613163948,0.4450169503688812,2.200498342514038,0.2612062096595764,0.019211024045944214,0.5533882975578308,2.3169736862182617,0.07472799718379974,0.025089843198657036,0.4616846442222595,2.27388596534729,0.037021540105342865,0.015618076547980309,31.340794031642933,114.27624612386856,133.67022531002016,135.04860691200116
back-slouch,0.5228124856948853,0.5213502049446106,-0.5293524265289307,0.9996933341026306,0.5374928712844849,0.4878005385398865,-0.481945663690567,0.9996917247772217,0.5456403493881226,0.4901018440723419,-0.48205265402793884,0.999696671962738,0.5532205700874329,0.4929548501968384,-0.4819137156009674,0.9996246695518494,0.5115402340888977,0.48340702056884766,-0.4919429421424866,0.9996822476387024,0.501059889793396,0.48272421956062317,-0.4923020601272583,0.9996748566627502,0.49062851071357727,0.48243850469589233,-0.49256911873817444,0.9996204972267151,0.5621976256370544,0.5202082395553589,-0.22316361963748932,0.9996309876441956,0.47319623827934265,0.5043838620185852,-0.2530936598777771,0.9996882677078247,0.5354160070419312,0.5680750012397766,-0.42493385076522827,0.9996948838233948,0.502372145652771,0.5627475380897522,-0.43715304136276245,0.9997025728225708,0.6080805659294128,0.7711299061775208,-0.1136004850268364,0.9961612224578857,0.39743438363075256,0.7680442333221436,-0.10317345708608627,0.9940574169158936,0.672095000743866,1.0361253023147583,-0.27021217346191406,0.7005128264427185,0.35388046503067017,1.0497194528579712,-0.26194247603416443,0.3155306577682495,0.633636474609375,0.9167019724845886,-0.6602011322975159,0.7531530857086182,0.35334309935569763,1.2204123735427856,-0.6266643404960632,0.049140483140945435,0.6383704543113708,0.9405773878097534,-0.7501280903816223,0.7172066569328308,0.3497791290283203,1.2569068670272827,-0.7046250104904175,0.05476033315062523,0.6307078003883362,0.8761150240898132,-0.7586392760276794,0.7293025851249695,0.35288819670677185,1.2173222303390503,-0.743646502494812,0.08991361409425735,0.6226853728294373,0.8777783513069153,-0.6810185313224792,0.7304446697235107,0.3586055040359497,1.205002784729004,-0.6564710140228271,0.07857459038496017,0.5808020830154419,1.3288854360580444,0.0003640132781583816,0.09647742658853531,0.43299388885498047,1.3379724025726318,0.004106804262846708,0.10504532605409622,0.5765787363052368,1.787266492843628,-0.07469180226325989,0.0784730538725853,0.4367216229438782,1.7670035362243652,-0.05070442333817482,0.02632804960012436,0.5812651515007019,2.2288475036621094,0.310560017824173,0.029059013351798058,0.4507826268672943,2.1934945583343506,0.21503473818302155,0.014655075035989285,0.5874637365341187,2.2890679836273193,0.34406301379203796,0.02141016721725464,0.45150691270828247,2.248507499694824,0.23630280792713165,0.018749812617897987,0.5534876585006714,2.3513596057891846,0.07862137258052826,0.024642974138259888,0.4645572602748871,2.3242695331573486,0.0031898461747914553,0.01579887419939041,31.596415309381907,111.67188939105093,132.82368320806378,136.97950062061787
back-slouch,0.5249143838882446,0.5234816670417786,-0.554345965385437,0.9996519684791565,0.540303111076355,0.488742470741272,-0.5070841908454895,0.9996505975723267,0.5488876104354858,0.49165812134742737,-0.5072387456893921,0.9996538758277893,0.5568729043006897,0.4950355887413025,-0.507074773311615,0.9995701909065247,0.5143183469772339,0.4835174083709717,-0.5181140303611755,0.9996497631072998,0.5040064454078674,0.482721745967865,-0.5183711051940918,0.9996446371078491,0.4932324290275574,0.4823194742202759,-0.5186145901679993,0.9995883703231812,0.5663649439811707,0.5243393778800964,-0.23650507628917694,0.9995551109313965,0.47439271211624146,0.5042510628700256,-0.2862706780433655,0.999663770198822,0.5369486212730408,0.5708886981010437,-0.44821691513061523,0.9996205568313599,0.5036950707435608,0.56597900390625,-0.46491482853889465,0.9996436238288879,0.6102581024169922,0.7808443307876587,-0.13302771747112274,0.9946801066398621,0.39691269397735596,0.7766382694244385,-0.15321093797683716,0.9929561018943787,0.6711949110031128,1.0613077878952026,-0.28099915385246277,0.6572539806365967,0.35450735688209534,1.1210933923721313,-0.2798176109790802,0.3138672411441803,0.6318969130516052,0.9506556987762451,-0.6518716812133789,0.7024934887886047,0.350847065448761,1.313246726989746,-0.6004737615585327,0.05054180696606636,0.6348889470100403,0.9499533176422119,-0.7419237494468689,0.6711499691009521,0.34359222650527954,1.3840491771697998,-0.6728150248527527,0.056964512914419174,0.6275804042816162,0.9337579607963562,-0.7548606395721436,0.6860664486885071,0.3488558828830719,1.365316390991211,-0.7220496535301208,0.0925929918885231,0.620764970779419,0.9352770447731018,-0.6750385761260986,0.6878201961517334,0.3558683395385742,1.3397655487060547,-0.6332511305809021,0.0814683809876442,0.5810745358467102,1.3620768785476685,0.015803448855876923,0.09266388416290283,0.4323440194129944,1.365524172782898,-0.01082750502973795,0.10064073652029037,0.575043261051178,1.8107308149337769,-0.051251836121082306,0.07567483186721802,0.4345325231552124,1.8016018867492676,-0.0490884892642498,0.02824183739721775,0.5765182971954346,2.250533103942871,0.3768874406814575,0.0279082003980875,0.43806350231170654,2.233304738998413,0.22504352033138275,0.015130671672523022,0.5782541632652283,2.3130340576171875,0.4183695912361145,0.02100796438753605,0.4349977374076843,2.2929494380950928,0.24469175934791565,0.01847720891237259,0.5518758296966553,2.3790218830108643,0.1958184540271759,0.02439277060329914,0.45791950821876526,2.3675527572631836,0.025632508099079132,0.016512282192707062,31.6427425467211,111.95365685816263,132.73666255697304,140.8074825989068
back-slouch,0.528231143951416,0.5254051685333252,-0.5665141344070435,0.9996640682220459,0.5438362956047058,0.48934394121170044,-0.5167205929756165,0.9996536374092102,0.5525181293487549,0.4925451874732971,-0.5167900323867798,0.9996569752693176,0.560491144657135,0.4961722493171692,-0.5166879892349243,0.9995675086975098,0.5178094506263733,0.483596533536911,-0.5335578322410583,0.9996607303619385,0.5075383186340332,0.4827166497707367,-0.5336782932281494,0.9996589422225952,0.4964086711406708,0.4821622967720032,-0.5337917804718018,0.9996040463447571,0.568960428237915,0.526343047618866,-0.24409404397010803,0.9995455145835876,0.47581830620765686,0.5040146112442017,-0.3189391791820526,0.9996793270111084,0.5394541025161743,0.5736225843429565,-0.458138108253479,0.9996250867843628,0.5062013864517212,0.5690022706985474,-0.4827631711959839,0.9996581077575684,0.6102649569511414,0.7843800783157349,-0.11232542991638184,0.9945394992828369,0.39611130952835083,0.7789309024810791,-0.21075353026390076,0.9932126998901367,0.6624005436897278,1.069959044456482,-0.1685449779033661,0.6067773699760437,0.3579770028591156,1.1312824487686157,-0.35071122646331787,0.31636303663253784,0.6524913311004639,1.2122656106948853,-0.5097730755805969,0.6345521211624146,0.3679863512516022,1.356526255607605,-0.669364333152771,0.05405300855636597,0.6620560884475708,1.2799123525619507,-0.5882266163825989,0.6069166660308838,0.36143359541893005,1.4433645009994507,-0.7518870830535889,0.06113804876804352,0.653918981552124,1.2780096530914307,-0.636127769947052,0.6223528385162354,0.37405428290367126,1.4303187131881714,-0.8019444942474365,0.0978987067937851,0.6460349559783936,1.251738429069519,-0.5458381175994873,0.6233731508255005,0.3800991177558899,1.3966968059539795,-0.7018798589706421,0.08663714677095413,0.5838620066642761,1.374531626701355,0.03419683501124382,0.08554677665233612,0.43290936946868896,1.3830795288085938,-0.029128186404705048,0.09331025928258896,0.5822165608406067,1.8350781202316284,-0.05608242750167847,0.07056333869695663,0.43732401728630066,1.8263840675354004,-0.12102673202753067,0.028561940416693687,0.5798704624176025,2.2728309631347656,0.40705376863479614,0.025997238233685493,0.4382934868335724,2.2816314697265625,0.16556349396705627,0.015119670890271664,0.580647885799408,2.3388447761535645,0.45377370715141296,0.019807932898402214,0.43630531430244446,2.350980758666992,0.1874271184206009,0.017869438976049423,0.5618311166763306,2.4000375270843506,0.24730458855628967,0.02315470203757286,0.46297746896743774,2.4131217002868652,-0.06200752034783363,0.016491437330842018,31.913115457217184,112.3683739125575,129.75909203482794,142.45854212424751
